pathogen_record_id,associated_rodent_record_id,study_id,host_genus,associatedTaxa,locality,country,coordinate_resolution,decimalLatitude,decimalLongitude,taxonRank,family,scientificName,identificationRemarks,occurrenceRemarks,number_negative,organismQuantity,number_inconclusive,note
18015,10932,56,Otomys,Otomys angoniensis,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18016,10933,56,Otomys,Otomys sp.,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18017,10934,56,Pelomys,Pelomys fallax,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18018,10935,56,Rattus,Rattus rattus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18019,10936,56,Rhabdomys,Rhabdomys dilectus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18020,10937,56,Saccostomus,Saccostomus campestris,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18021,10938,56,Saccostomus,Saccostomus umbriventer,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18022,10939,56,Serengetimys,Serengetimys pernanus,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18023,10940,56,Steatomys,Steatomys sp.,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18024,10941,56,Zelotomys,Zelotomys hildegardeae,Iwawa,Tanzania,NA,-9.26,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18025,10942,56,Acomys,Acomys percivali,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18026,10943,56,Acomys,Acomys muzei,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18027,10944,56,Acomys,Acomys ngurui,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18028,10945,56,Acomys,Acomys wilsoni,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18029,10946,56,Acomys,Acomys sp.,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18030,10947,56,Aethomys,Aethomys chrysophilus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18031,10948,56,Aethomys,Aethomys kaiseri,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18032,10949,56,Aethomys,Aethomys silindensis,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18033,10950,56,Aethomys,Aethomys sp.,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18034,10951,56,Arvincanthis,Arvincanthis neumanni,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18035,10952,56,Beamys,Beamys hindei,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18036,10953,56,Crocidura,Crocidura bloyeti,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18037,10954,56,Crocidura,Crocidura hirta,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18038,10955,56,Crocidura,Crocidura montis,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18039,10956,56,Crocidura,Crocidura olivieri,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18040,10957,56,Crocidura,Crocidura turba,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18041,10958,56,Crocidura,Crocidura sp.,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18042,10959,56,Dasymys,Dasymys incomtus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18043,10960,56,Dendromus,Dendromus nyasae,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18044,10961,56,Gerbilliscus,Gerbilliscus boehmi,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18045,10962,56,Gerbilliscus,Gerbilliscus taborae,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18046,10963,56,Gerbilliscus,Gerbilliscus leucogaster,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18047,10964,56,Gerbilliscus,Gerbilliscus taborae,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18048,10965,56,Gerbilliscus,Gerbilliscus vicinus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18049,10966,56,Gerbilliscus,Gerbilliscus sp.,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18050,10967,56,Gerbillus,Gerbillus pusillus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18051,10968,56,Grammomys,Grammomys macmillani,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18052,10969,56,Grammomys,Grammomys surdaster,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18053,10970,56,Grammomys,Grammomys sp.,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18054,10971,56,Graphiurus,Graphiurus sp.,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18055,10972,56,Heliophobius,Heliophobius argenteocinereus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18056,10973,56,Hylomyscus,Hylomyscus arcimontensis,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18057,10974,56,Lemniscomys,Lemniscomys rosalia,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18058,10975,56,Lemniscomys,Lemniscomys striatus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18059,10976,56,Lemniscomys,Lemniscomys zebra,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18060,10977,56,Lemniscomys,Lemniscomys sp.,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18061,10978,56,Lophuromys,Lophuromys kilonzoi,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18062,10979,56,Lophuromys,Lophuromys machangui,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18063,10980,56,Lophuromys,Lophuromys makundii,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18064,10981,56,Mastomys,Mastomys erythroleucus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18065,10982,56,Montemys,Montemys delectorum,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18066,10983,56,Mus,Mus minutoides,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18067,10984,56,Mus,Mus musculus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18068,10985,56,Mus,Mus triton,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,1,1,0,NA,NA
18069,10986,56,Ochromyscus,Ochromyscus niveiventris,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18070,10987,56,Otomys,Otomys angoniensis,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18071,10988,56,Otomys,Otomys sp.,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18072,10989,56,Pelomys,Pelomys fallax,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18073,10990,56,Rattus,Rattus rattus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18074,10991,56,Rhabdomys,Rhabdomys dilectus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18075,10992,56,Saccostomus,Saccostomus campestris,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18076,10993,56,Saccostomus,Saccostomus umbriventer,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18077,10994,56,Serengetimys,Serengetimys pernanus,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18078,10995,56,Steatomys,Steatomys sp.,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18079,10996,56,Zelotomys,Zelotomys hildegardeae,Iwawa,Tanzania,NA,-9.27,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18080,10997,56,Acomys,Acomys percivali,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18081,10998,56,Acomys,Acomys muzei,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18082,10999,56,Acomys,Acomys ngurui,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18083,11000,56,Acomys,Acomys wilsoni,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18084,11001,56,Acomys,Acomys sp.,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18085,11002,56,Aethomys,Aethomys chrysophilus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18086,11003,56,Aethomys,Aethomys kaiseri,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18087,11004,56,Aethomys,Aethomys silindensis,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18088,11005,56,Aethomys,Aethomys sp.,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18089,11006,56,Arvincanthis,Arvincanthis neumanni,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18090,11007,56,Beamys,Beamys hindei,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18091,11008,56,Crocidura,Crocidura bloyeti,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18092,11009,56,Crocidura,Crocidura hirta,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18093,11010,56,Crocidura,Crocidura montis,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18094,11011,56,Crocidura,Crocidura olivieri,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18095,11012,56,Crocidura,Crocidura turba,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18096,11013,56,Crocidura,Crocidura sp.,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18097,11014,56,Dasymys,Dasymys incomtus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18098,11015,56,Dendromus,Dendromus nyasae,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18099,11016,56,Gerbilliscus,Gerbilliscus boehmi,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18100,11017,56,Gerbilliscus,Gerbilliscus taborae,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18101,11018,56,Gerbilliscus,Gerbilliscus leucogaster,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18102,11019,56,Gerbilliscus,Gerbilliscus taborae,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18103,11020,56,Gerbilliscus,Gerbilliscus vicinus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18104,11021,56,Gerbilliscus,Gerbilliscus sp.,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18105,11022,56,Gerbillus,Gerbillus pusillus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18106,11023,56,Grammomys,Grammomys macmillani,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18107,11024,56,Grammomys,Grammomys surdaster,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18108,11025,56,Grammomys,Grammomys sp.,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18109,11026,56,Graphiurus,Graphiurus sp.,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18110,11027,56,Heliophobius,Heliophobius argenteocinereus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18111,11028,56,Hylomyscus,Hylomyscus arcimontensis,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18112,11029,56,Lemniscomys,Lemniscomys rosalia,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18113,11030,56,Lemniscomys,Lemniscomys striatus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18114,11031,56,Lemniscomys,Lemniscomys zebra,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18115,11032,56,Lemniscomys,Lemniscomys sp.,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18116,11033,56,Lophuromys,Lophuromys kilonzoi,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18117,11034,56,Lophuromys,Lophuromys machangui,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,3,3,0,NA,NA
18118,11035,56,Lophuromys,Lophuromys makundii,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18119,11036,56,Mastomys,Mastomys erythroleucus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18120,11037,56,Montemys,Montemys delectorum,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,3,3,0,NA,NA
18121,11038,56,Mus,Mus minutoides,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18122,11039,56,Mus,Mus musculus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18123,11040,56,Mus,Mus triton,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,7,7,0,NA,NA
18124,11041,56,Ochromyscus,Ochromyscus niveiventris,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18125,11042,56,Otomys,Otomys angoniensis,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18126,11043,56,Otomys,Otomys sp.,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18127,11044,56,Pelomys,Pelomys fallax,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18128,11045,56,Rattus,Rattus rattus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18129,11046,56,Rhabdomys,Rhabdomys dilectus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,6,6,0,NA,NA
18130,11047,56,Saccostomus,Saccostomus campestris,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18131,11048,56,Saccostomus,Saccostomus umbriventer,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18132,11049,56,Serengetimys,Serengetimys pernanus,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18133,11050,56,Steatomys,Steatomys sp.,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18134,11051,56,Zelotomys,Zelotomys hildegardeae,Iwawa,Tanzania,NA,-9.28,34.09,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18135,11052,56,Acomys,Acomys percivali,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18136,11053,56,Acomys,Acomys muzei,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18137,11054,56,Acomys,Acomys ngurui,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18138,11055,56,Acomys,Acomys wilsoni,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18139,11056,56,Acomys,Acomys sp.,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18140,11057,56,Aethomys,Aethomys chrysophilus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18141,11058,56,Aethomys,Aethomys kaiseri,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18142,11059,56,Aethomys,Aethomys silindensis,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18143,11060,56,Aethomys,Aethomys sp.,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18144,11061,56,Arvincanthis,Arvincanthis neumanni,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18145,11062,56,Beamys,Beamys hindei,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18146,11063,56,Crocidura,Crocidura bloyeti,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18147,11064,56,Crocidura,Crocidura hirta,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18148,11065,56,Crocidura,Crocidura montis,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18149,11066,56,Crocidura,Crocidura olivieri,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18150,11067,56,Crocidura,Crocidura turba,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18151,11068,56,Crocidura,Crocidura sp.,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18152,11069,56,Dasymys,Dasymys incomtus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18153,11070,56,Dendromus,Dendromus nyasae,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18154,11071,56,Gerbilliscus,Gerbilliscus boehmi,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18155,11072,56,Gerbilliscus,Gerbilliscus taborae,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,3,3,0,NA,NA
18156,11073,56,Gerbilliscus,Gerbilliscus leucogaster,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18157,11074,56,Gerbilliscus,Gerbilliscus taborae,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18158,11075,56,Gerbilliscus,Gerbilliscus vicinus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18159,11076,56,Gerbilliscus,Gerbilliscus sp.,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18160,11077,56,Gerbillus,Gerbillus pusillus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18161,11078,56,Grammomys,Grammomys macmillani,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18162,11079,56,Grammomys,Grammomys surdaster,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18163,11080,56,Grammomys,Grammomys sp.,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18164,11081,56,Graphiurus,Graphiurus sp.,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18165,11082,56,Heliophobius,Heliophobius argenteocinereus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18166,11083,56,Hylomyscus,Hylomyscus arcimontensis,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18167,11084,56,Lemniscomys,Lemniscomys rosalia,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18168,11085,56,Lemniscomys,Lemniscomys striatus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18169,11086,56,Lemniscomys,Lemniscomys zebra,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18170,11087,56,Lemniscomys,Lemniscomys sp.,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18171,11088,56,Lophuromys,Lophuromys kilonzoi,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18172,11089,56,Lophuromys,Lophuromys machangui,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18173,11090,56,Lophuromys,Lophuromys makundii,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18174,11091,56,Mastomys,Mastomys erythroleucus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18175,11092,56,Montemys,Montemys delectorum,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18176,11093,56,Mus,Mus minutoides,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18177,11094,56,Mus,Mus musculus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18178,11095,56,Mus,Mus triton,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18179,11096,56,Ochromyscus,Ochromyscus niveiventris,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18180,11097,56,Otomys,Otomys angoniensis,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18181,11098,56,Otomys,Otomys sp.,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18182,11099,56,Pelomys,Pelomys fallax,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18183,11100,56,Rattus,Rattus rattus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18184,11101,56,Rhabdomys,Rhabdomys dilectus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18185,11102,56,Saccostomus,Saccostomus campestris,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18186,11103,56,Saccostomus,Saccostomus umbriventer,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18187,11104,56,Serengetimys,Serengetimys pernanus,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18188,11105,56,Steatomys,Steatomys sp.,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18189,11106,56,Zelotomys,Zelotomys hildegardeae,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18190,11107,56,Acomys,Acomys percivali,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18191,11108,56,Acomys,Acomys muzei,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
18192,11109,56,Acomys,Acomys ngurui,Kabwe,Tanzania,NA,-7.07,30.57,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
